Type, YearCreated, YearReported,  Market, FromPool, To_Gas/Pool, AmountEmitted, AmountRetained
5, 1, 12, 300, 208, 1005, 0.0020024017783678793, 0
5, 1, 12, 300, 208, 208, 0, 1.0783223747467179
5, 1, 13, 300, 208, 1000, 0.007935923640041054, 0
5, 1, 13, 300, 208, 1005, 0.0019839809100102635, 0
5, 1, 13, 300, 208, 208, 0, 1.0684024701966666
5, 1, 14, 300, 208, 1000, 0.007862918009378817, 0
5, 1, 14, 300, 208, 1005, 0.0019657295023447043, 0
5, 1, 14, 300, 208, 208, 0, 1.058573822684943
5, 1, 15, 300, 208, 1000, 0.007790583985746658, 0
5, 1, 15, 300, 208, 1005, 0.0019476459964366645, 0
5, 1, 15, 300, 208, 208, 0, 1.0488355927027597
5, 1, 16, 300, 208, 1000, 0.007718915390772097, 0
5, 1, 16, 300, 208, 1005, 0.0019297288476930242, 0
5, 1, 16, 300, 208, 208, 0, 1.0391869484642946
5, 1, 17, 300, 208, 1000, 0.007647906102919322, 0
5, 1, 17, 300, 208, 1005, 0.0019119765257298305, 0
5, 1, 17, 300, 208, 208, 0, 1.0296270658356454
5, 1, 18, 300, 208, 1000, 0.007577550056967475, 0
5, 1, 18, 300, 208, 1005, 0.0018943875142418687, 0
5, 1, 18, 300, 208, 208, 0, 1.020155128264436
5, 1, 19, 300, 208, 1000, 0.00750784124349142, 0
5, 1, 19, 300, 208, 1005, 0.001876960310872855, 0
5, 1, 19, 300, 208, 208, 0, 1.0107703267100718
5, 1, 1, 300, 209, 1000, 2.4212080173023045, 0
5, 1, 1, 300, 209, 209, 0, 5.8453132326976975
5, 1, 2, 300, 209, 1000, 1.7120526076976965, 0
5, 1, 2, 300, 209, 209, 0, 4.133260625000001
5, 1, 3, 300, 209, 1000, 1.2106040086511523, 0
5, 1, 3, 300, 209, 209, 0, 2.9226566163488488
5, 1, 4, 300, 209, 1000, 0.8560263038488483, 0
5, 1, 4, 300, 209, 209, 0, 2.0666303125000005
5, 1, 5, 300, 209, 1000, 0.6053020043255761, 0
5, 1, 5, 300, 209, 209, 0, 1.4613283081744244
5, 1, 6, 300, 209, 1000, 0.42801315192442413, 0
5, 1, 6, 300, 209, 209, 0, 1.0333151562500003
5, 1, 7, 300, 209, 1000, 0.30265100216278806, 0
5, 1, 7, 300, 209, 209, 0, 0.7306641540872122
5, 1, 8, 300, 209, 1000, 0.21400657596221206, 0
5, 1, 8, 300, 209, 209, 0, 0.5166575781250001
5, 1, 9, 300, 209, 1000, 0.15132550108139403, 0
5, 1, 9, 300, 209, 209, 0, 0.3653320770436061
5, 1, 10, 300, 209, 1000, 0.10700328798110603, 0
5, 1, 10, 300, 209, 209, 0, 0.25832878906250006
5, 1, 11, 300, 209, 1000, 0.07566275054069702, 0
5, 1, 11, 300, 209, 209, 0, 0.18266603852180305
5, 1, 12, 300, 209, 1000, 0.053501643990553016, 0
5, 1, 12, 300, 209, 209, 0, 0.12916439453125003
5, 1, 13, 300, 209, 1000, 0.03783137527034851, 0
5, 1, 13, 300, 209, 209, 0, 0.09133301926090152
5, 1, 14, 300, 209, 1000, 0.026750821995276508, 0
5, 1, 14, 300, 209, 209, 0, 0.06458219726562502
5, 1, 15, 300, 209, 1000, 0.018915687635174254, 0
5, 1, 15, 300, 209, 209, 0, 0.04566650963045076
5, 1, 16, 300, 209, 1000, 0.013375410997638254, 0
5, 1, 16, 300, 209, 209, 0, 0.03229109863281251
5, 1, 17, 300, 209, 1000, 0.009457843817587127, 0
5, 1, 17, 300, 209, 209, 0, 0.02283325481522538
5, 1, 18, 300, 209, 1000, 0.006687705498819127, 0
5, 1, 18, 300, 209, 209, 0, 0.016145549316406254
